meting_nummer,tijd_unix_ms,testwaarde,echo_waarde,verschil,round_trip_seconden
217,1744280257093,217,217,0,0.013025760650634766
218,1744280257324,218,218,0,0.013229846954345703
219,1744280257551,219,219,0,0.01746201515197754
220,1744280257782,220,220,0,0.01735091209411621
221,1744280258013,221,221,0,0.013406038284301758
222,1744280258242,222,222,0,0.004227876663208008
223,1744280258452,223,223,0,0.016417503356933594
224,1744280258682,224,224,0,0.013226032257080078
225,1744280258915,225,225,0,0.01327967643737793
226,1744280259144,226,226,0,0.020136594772338867
227,1744280259382,227,227,0,0.012722015380859375
228,1744280259607,228,228,0,0.004096508026123047
229,1744280259815,229,229,0,0.0131988525390625
230,1744280260044,230,230,0,0.013218402862548828
231,1744280260271,231,231,0,0.013286590576171875
232,1744280260498,232,232,0,0.015148401260375977
233,1744280260727,233,233,0,0.011978864669799805
234,1744280260963,234,234,0,0.013458967208862305
235,1744280261196,235,235,0,0.013395071029663086
236,1744280261423,236,236,0,0.016260385513305664
237,1744280261654,237,237,0,0.0162508487701416
238,1744280261884,238,238,0,0.013358354568481445
239,1744280262112,239,239,0,0.015192747116088867
240,1744280262344,240,240,0,0.011203289031982422
241,1744280262578,241,241,0,0.01330876350402832
242,1744280262808,242,242,0,0.013095378875732422
243,1744280263036,243,243,0,0.013313531875610352
244,1744280263263,244,244,0,0.012213468551635742
245,1744280263500,245,245,0,0.019069194793701172
246,1744280263739,246,246,0,0.013284921646118164
247,1744280263968,247,247,0,0.013273477554321289
248,1744280264197,248,248,0,0.012955188751220703
249,1744280264426,249,249,0,0.015666723251342773
250,1744280264658,250,250,0,0.02860283851623535
251,1744280264909,251,251,0,0.018143415451049805
252,1744280265142,252,252,0,0.0034532546997070312
253,1744280265352,253,253,0,0.0130767822265625
254,1744280265579,254,254,0,0.013303279876708984
255,1744280265807,255,255,0,0.014609098434448242
256,1744280266036,256,256,0,0.01631641387939453
257,1744280266269,257,257,0,0.027433395385742188
258,1744280266512,258,258,0,0.013916254043579102
259,1744280266735,259,259,0,0.013165950775146484
260,1744280266967,260,260,0,0.01334071159362793
261,1744280267196,261,261,0,0.015277862548828125
262,1744280267431,262,262,0,0.01655864715576172
263,1744280267674,263,263,0,0.013579368591308594
264,1744280267903,264,264,0,0.013522863388061523
265,1744280268131,265,265,0,0.017210721969604492
266,1744280268362,266,266,0,0.017596721649169922
267,1744280268593,267,267,0,0.01223134994506836
268,1744280268829,268,268,0,0.0040857791900634766
269,1744280269043,269,269,0,0.014596223831176758
270,1744280269267,270,270,0,0.0192720890045166
271,1744280269502,271,271,0,0.01225733757019043
272,1744280269735,272,272,0,0.012659311294555664
273,1744280269964,273,273,0,0.004053592681884766
274,1744280270190,274,274,0,0.011759757995605469
275,1744280270419,275,275,0,0.020926475524902344
276,1744280270666,276,276,0,0.006623506546020508
277,1744280270888,277,277,0,0.03130936622619629
278,1744280271134,278,278,0,0.014148950576782227
279,1744280271363,279,279,0,0.018695354461669922
280,1744280271598,280,280,0,0.01727294921875
281,1744280271831,281,281,0,0.016837358474731445
282,1744280272064,282,282,0,0.013439178466796875
283,1744280272293,283,283,0,0.012675285339355469
284,1744280272519,284,284,0,0.015065908432006836
285,1744280272754,285,285,0,0.014162540435791016
286,1744280272983,286,286,0,0.013358116149902344
287,1744280273211,287,287,0,0.013431072235107422
288,1744280273438,288,288,0,0.012588977813720703
289,1744280273669,289,289,0,0.018787622451782227
290,1744280273904,290,290,0,0.013309001922607422
291,1744280274135,291,291,0,0.0158538818359375
292,1744280274371,292,292,0,0.015346050262451172
293,1744280274604,293,293,0,0.013403177261352539
294,1744280274834,294,294,0,0.013484954833984375
295,1744280275061,295,295,0,0.014217853546142578
296,1744280275292,296,296,0,0.014473915100097656
297,1744280275525,297,297,0,0.013187170028686523
298,1744280275753,298,298,0,0.016460418701171875
299,1744280275991,299,299,0,0.013104438781738281
300,1744280276220,300,300,0,0.013082265853881836
301,1744280276448,301,301,0,0.01316976547241211
302,1744280276674,302,302,0,0.015464305877685547
303,1744280276903,303,303,0,0.013869285583496094
304,1744280277133,304,304,0,0.017579317092895508
305,1744280277366,305,305,0,0.013333559036254883
306,1744280277591,306,306,0,0.013339996337890625
307,1744280277822,307,307,0,0.0133209228515625
308,1744280278054,308,308,0,0.013589143753051758
309,1744280278278,309,309,0,0.013238668441772461
310,1744280278506,310,310,0,0.007737636566162109
311,1744280278735,311,311,0,0.013524770736694336
312,1744280278965,312,312,0,0.014005184173583984
313,1744280279194,313,313,0,0.01519322395324707
314,1744280279423,314,314,0,0.01720428466796875
315,1744280279654,315,315,0,0.019097328186035156
316,1744280279890,316,316,0,0.014208793640136719
317,1744280280121,317,317,0,0.011935710906982422
318,1744280280347,318,318,0,0.014532089233398438
319,1744280280575,319,319,0,0.01747608184814453
